"","Date","Islander","Negative","total_tweets"
"1390",2021-08-03,"Liam",109,1540
"1391",2021-08-03,"Liberty",17,207
"1392",2021-08-03,"Lillie",3,45
"1393",2021-08-03,"Lucinda",1,54
"1394",2021-08-03,"Mary",224,3523
"1395",2021-08-03,"Matthew",12,531
"1396",2021-08-03,"Medhy",0,1
"1397",2021-08-03,"Millie",109,1853
"1398",2021-08-03,"Priya",0,0
"1399",2021-08-03,"Rachel",1,6
"1400",2021-08-03,"Salma",1,5
"1401",2021-08-03,"Sam",124,3034
"1402",2021-08-03,"Shannon",1,4
"1403",2021-08-03,"Sharon",0,3
"1404",2021-08-03,"Teddy",24,1850
"1405",2021-08-03,"Toby",75,1845
"1406",2021-08-03,"Tyler",153,2874
"1407",2021-08-04,"Aaron",3,23
"1408",2021-08-04,"Aaron S",3,23
"1409",2021-08-04,"Abigail",13,639
"1410",2021-08-04,"AJ",14,101
"1411",2021-08-04,"Amy",34,599
"1412",2021-08-04,"Brad",2,12
"1413",2021-08-04,"Brett",0,0
"1414",2021-08-04,"Chloe",45,766
"1415",2021-08-04,"Chuggs",0,0
"1416",2021-08-04,"Clarisse",123,2360
"1417",2021-08-04,"Dale",9,507
"1418",2021-08-04,"Danny",2,3
"1419",2021-08-04,"Faye",22,556
"1420",2021-08-04,"Georgia",0,2
"1421",2021-08-04,"Harry",0,1
"1422",2021-08-04,"Hugo",166,3383
"1423",2021-08-04,"Jack",0,5
"1424",2021-08-04,"Jake",28,366
"1425",2021-08-04,"Kaila",0,0
"1426",2021-08-04,"Kaz",966,9221
"1427",2021-08-04,"Liam",59,547
"1428",2021-08-04,"Liberty",10,177
"1429",2021-08-04,"Lillie",0,7
"1430",2021-08-04,"Lucinda",7,34
"1431",2021-08-04,"Mary",28,1536
"1432",2021-08-04,"Matthew",254,4159
"1433",2021-08-04,"Medhy",0,4
"1434",2021-08-04,"Millie",33,524
"1435",2021-08-04,"Priya",0,0
"1436",2021-08-04,"Rachel",1,5
"1437",2021-08-04,"Salma",1,5
"1438",2021-08-04,"Sam",69,1234
"1439",2021-08-04,"Shannon",0,3
"1440",2021-08-04,"Sharon",1,5
"1441",2021-08-04,"Teddy",12,388
"1442",2021-08-04,"Toby",98,1160
"1443",2021-08-04,"Tyler",351,5351
"1444",2021-08-05,"Aaron",2,113
"1445",2021-08-05,"Aaron S",2,113
"1446",2021-08-05,"Abigail",20,364
"1447",2021-08-05,"AJ",5,98
"1448",2021-08-05,"Amy",9,112
"1449",2021-08-05,"Brad",0,6
"1450",2021-08-05,"Brett",0,0
"1451",2021-08-05,"Chloe",20,425
"1452",2021-08-05,"Chuggs",0,1
"1453",2021-08-05,"Clarisse",11,268
"1454",2021-08-05,"Dale",2,84
"1455",2021-08-05,"Danny",3,5
"1456",2021-08-05,"Faye",514,7392
"1457",2021-08-05,"Georgia",0,2
"1458",2021-08-05,"Harry",0,2
"1459",2021-08-05,"Hugo",43,593
"1460",2021-08-05,"Jack",1,19
"1461",2021-08-05,"Jake",104,1573
"1462",2021-08-05,"Kaila",0,1
"1463",2021-08-05,"Kaz",259,2207
"1464",2021-08-05,"Liam",45,670
"1465",2021-08-05,"Liberty",19,560
"1466",2021-08-05,"Lillie",0,24
"1467",2021-08-05,"Lucinda",0,102
"1468",2021-08-05,"Mary",10,162
"1469",2021-08-05,"Matthew",63,870
"1470",2021-08-05,"Medhy",0,1
"1471",2021-08-05,"Millie",20,483
"1472",2021-08-05,"Priya",0,3
"1473",2021-08-05,"Rachel",1,9
"1474",2021-08-05,"Salma",0,9
"1475",2021-08-05,"Sam",18,259
"1476",2021-08-05,"Shannon",1,5
"1477",2021-08-05,"Sharon",0,2
"1478",2021-08-05,"Teddy",432,7490
"1479",2021-08-05,"Toby",19,485
"1480",2021-08-05,"Tyler",85,835
